"Showing 1 out 39 Entries";"Đang hiển thị 1 ra 39 mục"
"Dispute Details";"Tranh chấp chi tiết"
KD3-38U123PI;KD3-38U123PI
12371237837;12371237837
"Complainant Full Name";"Tên đầy đủ của người khiếu nại"
322-3245-59898;322-3245-59898
"Defendant Full Name";"Tên đầy đủ của bị đơn"
"Janvan Ding";"Janvan đinh"
"Transaction Details";"Chi tiết giao dịch"
4916699163849;4.9167E+12
"Armando Upton";"Armando Upton"
"Waiting for Payment";"Chờ thanh toán"
"Date of transaction";"Ngày giao dịch"
"2015-09-02 13:12:59";"2015-09-02 13:12:59"
"see attachments";"xem file đính kèm"
x;x
Reason;Lý do
Open;Mở cửa
On-Going;Ngày đi
Rejected;Bị từ chối
Closed;Đóng cửa
"Boy Tigol";"Cậu bé Tigol"
"George Georgina";"George Georgina"
09/11/15;2009/11/15
"Search Keyword";"Từ khóa tìm kiếm"
"Query String";"Query String"
"Number of Hits";"Số lượng truy cập"
"apple UNION ALL SELECT NULL--";"Apple liên minh NULL--chọn tất cả"
"Transaction List";"Danh sách giao dịch"
!;!
Cancellation;Hủy bỏ
"Dispute Something";"Tranh chấp cái gì"
Flag;Lá cờ
DENIED;BỊ TỪ CHỐI
"Create Vourcher";"Tạo Vourcher"
"Code Name";"Tên mã"
"Voucher Type";"Loại chứng từ"
Duration;Thời gian thực hiện
"Usage Limit";"Cách sử dụng giới hạn"
"Discount Type";"Giảm giá các loại"
Ramboo;Ramboo
"Something for Nothing";"Một cái gì đó để không có gì"
"10 Days";"10 ngày"
"1 per Account";"1 cho mỗi tài khoản"
Utang;Utang
1000;1000
"Voucher Code Name";"Tên mã phiếu mua hàng"
"Voucher Code";"Phiếu mua hàng mã"
"Generate Voucher Code";"Tạo ra các phiếu mua hàng mã"
One-Time;Một thời gian
Multi-Use;Đa dụng
100;100
"Fixed Amount";"Số tiền cố định"
Percentage;Tỷ lệ phần trăm
100%;100%
"Voucher is currently Inactive";"Phiếu quà tặng là hiện nay không hoạt động"
"Yes, Activate this Voucher";"Có, kích hoạt Voucher này"
"Voucher is Now Active";"Chứng từ là bây giờ hoạt động"
872378912897;8.72379E+11
Unknown;Chưa biết
10/10/15;2010/10/15
"FullName / Email";"Họ tên / Email"
"Remarks from Dispute";"Nhận xét từ tranh chấp"
"Deposit Slip";"Tiền giấy"
Remarks:;Nhận xét:
"Enter your remarks";"Nhập nhận xét của bạn"
"Deposit Slip:";"Phiếu đặt cọc:"
"Compatible files: JPG, JPEG, and PNG";"Tệp tương thích: JPG, JPEG, và PNG"
"Are you sure you want to refund this transaction?";"Bạn có chắc bạn muốn hoàn trả lại giao dịch này không?"
No;Không
Yes;Có
"Refund History Information";"Hoàn trả lại thông tin lịch sử"
Print;In Ấn
"Dispute ID:";"Tranh chấp ID:"
"Buyer Name:";"Tên người mua:"
"Buyer Email:";"Email người mua:"
"Buyer Contact Number:";"Người mua liên hệ số:"
"Date Request:";"Ngày yêu cầu:"
"Date Processed:";"Ngày xử lý:"
"Processed By:";"Xử lý bằng cách:"
"Click here";"Click vào đây"
"Supplier Payout";"Nhà cung cấp thanh toán"
"Date From";"Từ"
"Date To";"Ngày đến"
"Search for keyword: Manufacturer/Contact number";"Tìm kiếm cho từ khóa: nhà sản xuất/liên hệ số"
"Payout List";"Danh sách thanh toán"
"Payout History";"Lịch sử thanh toán"
Manufacturer;Nhà sản xuất
"Reference Number";"Số tham chiếu"
"Support CSR";"Hỗ trợ CSR"
"Payout Details";"Thông tin chi tiết thanh toán"
"WayBill Number";"WayBill số"
Warehouse;Nhà kho
"Payout Order Products";"Thanh toán đơn đặt hàng sản phẩm"
"Deposit Slips";"Tiền gửi phiếu"
"Date Modified";"Ngày sửa đổi"
Close;Đóng
"Case ID:";"Trường hợp ID:"
"Date Request";"Ngày yêu cầu"
"Date Processed";"Ngày xử lý"
"Processed By";"Xử lý bằng"
"Select type of dispute";"Chọn loại gây tranh cãi"
"Select status";"Chọn trạng thái"
"No case found";"Trường hợp không tìm thấy"
"Dispute Resolution";"Giải quyết tranh chấp"
"Voucher Name";"Tên chứng từ"
"Voucher Value";"Phiếu quà tặng giá trị"
"Enter Dispute message here..";"Tin nhắn tranh chấp ở đây..."
"Replace Different Item";"Thay thế mục khác nhau"
Done;Thực hiện
"Search for keyword: Store Name";"Tìm kiếm cho từ khóa: cửa hàng tên"
"Supplier Name";"Tên nhà cung cấp"
"Commission Amount";"Số tiền hoa hồng"
PHP;PHP
"Supplier Payout Amount";"Số tiền thanh toán của nhà cung cấp"
"Search By Invoice No. / Buyer";"Tìm kiếm theo hóa đơn số / người mua"
"Order Status:";"Tình trạng đơn hàng:"
"Payment Type:";"Hình thức thanh toán:"
Actions:;Hành động:
"Cancel Request By Buyer";"Hủy bỏ yêu cầu của người mua"
"Cancel Product";"Hủy sản phẩm"
None;Không có
"Collected Amount";"Thu thập số tiền"
"Transaction Price";"Giá giao dịch"
"Consignee Name";"Tên người nhận hàng"
"Consignee Contact Number";"Số liên lạc người nhận hàng"
"Buyer Details";"Mua chi tiết"
"Shipping Address";"Địa chỉ giao hàng"
"Freight Charge";"Phí vận chuyển hàng hóa"
"Additional Charge";"Khoản phí bổ sung"
"Seller Net";"Người bán ròng"
"Voucher Details";"Phiếu mua hàng chi tiết"
Attributes;Thuộc tính
"Cancel Transaction";"Hủy giao dịch"
Deny;Từ chối
"Seller Details";"Thông tin chi tiết của người bán"
"Store Address";"Địa chỉ cửa hàng"
"Remarks for Approval";"Nhận xét phê duyệt"
"Remarks for Deny";"Bài phát biểu cho từ chối"
"Registered Buyer";"Đăng ký mua"
"Search Buyer here";"Tìm người mua ở đây"
"User Information";"Thông tin người dùng"
UPDATE;CẬP NHẬT
"Address Title";"Tiêu đề địa chỉ"
"Home Address";"Địa chỉ nhà"
"Unit Number";"Số đơn vị"
"Building Name";"Xây dựng tên"
"Street Number";"Đường số"
"Street Name";"Tên đường"
Subdivision;Phân ngành
Province;Tỉnh
"Select your province";"Chọn tỉnh của bạn"
City/Municipal;Thành phố/Municipal
Barangay;Barangay
"Zip Code";"Mã bưu điện"
"Registered Seller/Affiliates";"Đăng ký bán/chi nhánh"
"Create Voucher";"Tạo phiếu"
Code;Mã số
Used;Sử dụng
"Voucher Codes";"Phiếu mua hàng mã"
"Minimum Purchase";"Mua tối thiểu"
"By Batch";"Bởi hàng loạt"
"Disable Countdown Timer";"Vô hiệu hoá bộ đếm giờ"
Orientation;Định hướng
Order;Đặt hàng
3;3
"ex. Title";"Ví dụ: tiêu đề"
"Left to Right";"Trái sang phải"
"Right to Left";"Phải sang trái"
"Products Slug (separated by line break)";"Sản phẩm sâm (tách ra bằng cách ngắt dòng)"
"Products List";"Danh mục sản phẩm"
"Product One";"Sản phẩm một"
"Banner Link";"Liên kết banner"
"Paste your Banner Links here";"Dán liên kết biểu ngữ của bạn ở đây"
"Category Name";"Tên thể loại"
Show;Hiển thị
"Category Header Link";"Mục tiêu đề liên kết"
11/03/2015;11/03/2015
Time;Thời gian
"Pick a Date";"Chọn một ngày"
"Start Time";"Thời gian bắt đầu"
"End Time";"Thời gian kết thúc"
"Flash Sales Discount";"Đèn flash bán hàng giảm giá"
"Flash Discounted Price";"Flash mức giá giảm giá"
"Sales Stock";"Kinh doanh chứng khoán"
"P 1,000";"P 1.000"
"10% off";"giảm 10%"
"P 900";"P 900"
"ex. 10%";"Ví dụ: 10%"
"ex. 1000";"Ví dụ: 1000"
"Mobile Webview (CMS)";"Điện thoại di động Webview (CMS)"
"Cover Photo Link";"Bìa ảnh liên kết"
"Paste Link";"Dán liên kết"
