"Failed merging account. Account is already registered.";"No se pudo fusionar la cuenta. La cuenta ya está registrada."	
"Enter your email or contact number here";"Ingrese aquí su correo electrónico o número de contacto "	
"Remember Me";"Recordar"	
"Forgot Password?";"¿Olvidó su contraseña?"	
"Sign in with social media";"Iniciar sesión con cuenta de redes sociales"	
"Merge with Social Media Account";"Combinar con la cuenta de redes sociales"	
"Browse our products";"Seleccione nuestros productos"	
"Reset Password";"Restablecer la contraseña"	
"Featured Products";"Productos destacados"	
"12% off";"12% de descuento"	
"Yilinker - Category";"Yilinker - Categoría"	
"Yilinker - Daily Login";"Yilinker - Inicio de sesión diaria"	
Mechanics:;Mecánica:	
"Yilinker - Flash Sales";"Yilinker -Rebajas relámpago"	
BUY;COMPRAR	
"loading more items";"Cargar más elementos"	
"Yilinker - Product list";"Yilinker - Listado de productos"	
"Yilinker - Store";"Yilinker - Tienda"	
